Id,listed price,last sold price,diffrence between prices
59055,975000.0,,975000
59056,595000.0,520000.0,75000
59057,1049000.0,605000.0,444000
59058,680000.0,,680000
59059,1167999.0,522000.0,645999
59060,480000.0,,480000
59061,1450000.0,350000.0,1100000
59062,779000.0,580000.0,199000
59063,150000.0,45000.0,105000
59064,159900.0,,159900
59065,549000.0,375000.0,174000
59066,580000.0,440000.0,140000
59067,1050000.0,941000.0,109000
59068,699999.0,639000.0,60999
59069,259500.0,190000.0,69500
59070,400000.0,330000.0,70000
59071,700000.0,530000.0,170000
59072,999900.0,,999900
59073,1100000.0,,1100000
59074,775000.0,,775000
59075,285000.0,,285000
59076,969900.0,315000.0,654900
59077,649000.0,565000.0,84000
59078,279999.0,67000.0,212999
59079,449000.0,390000.0,59000
59080,365000.0,240000.0,125000
59081,849000.0,,849000
59082,459900.0,235000.0,224900
59083,949000.0,822500.0,126500
59084,535000.0,392000.0,143000
59085,650000.0,,650000
59086,474999.0,221500.0,253499
59087,445000.0,,445000
59088,735000.0,313000.0,422000
59089,620000.0,538500.0,81500
59090,1150000.0,,1150000
59091,750000.0,,750000
59092,659000.0,290000.0,369000
59093,515000.0,365000.0,150000
59094,379900.0,220000.0,159900
59095,375000.0,322500.0,52500
59096,279000.0,108000.0,171000
59097,375000.0,,375000
59098,469000.0,,469000
59099,255000.0,155000.0,100000
59100,790000.0,545000.0,245000
59101,299000.0,260000.0,39000
59102,799500.0,,799500
59103,979900.0,,979900
59104,699000.0,5000.0,694000
59105,1695000.0,2150000.0,-455000
59106,222000.0,,222000
59107,420090.0,,420090
59108,1450000.0,1379000.0,71000
59109,435000.0,122500.0,312500
59110,715000.0,655000.0,60000
59111,1528888.0,,1528888
59112,369000.0,65000.0,304000
59113,780000.0,,780000
59114,2495000.0,,2495000
59115,190000.0,,190000
59116,559000.0,359000.0,200000
59117,510000.0,350000.0,160000
59118,319950.0,,319950
59119,739500.0,59000.0,680500
59120,659000.0,473000.0,186000
59121,830000.0,725000.0,105000
59122,499000.0,,499000
59123,677777.0,455000.0,222777
59124,399000.0,247500.0,151500
59125,649000.0,,649000
59126,588000.0,360503.0,227497
59127,260000.0,,260000
59128,375000.0,,375000
59129,729000.0,499000.0,230000
59130,330000.0,210000.0,120000
59131,729000.0,,729000
59132,264900.0,,264900
59133,420000.0,227000.0,193000
59134,479000.0,430000.0,49000
59135,185000.0,165000.0,20000
59136,765000.0,,765000
59137,919777.0,,919777
59138,450000.0,,450000
59139,950000.0,,950000
59140,550000.0,,550000
59141,3095000.0,1725000.0,1370000
59142,830000.0,492000.0,338000
59143,325000.0,150000.0,175000
59144,649000.0,503000.0,146000
59145,1080000.0,,1080000
59146,388800.0,148000.0,240800
59147,1495000.0,905000.0,590000
59148,629000.0,315000.0,314000
59149,1449999.0,679000.0,770999
59150,349000.0,295000.0,54000
59151,3300000.0,,3300000
59152,919777.0,510000.0,409777
59153,609999.0,360000.0,249999
59154,359000.0,270000.0,89000
59155,275000.0,,275000
59156,539900.0,475000.0,64900
59157,530000.0,,530000
59158,1425000.0,,1425000
59159,325000.0,,325000
59160,789557.0,,789557
59161,144950.0,135500.0,9450
59162,550000.0,525000.0,25000
59163,999000.0,,999000
59164,215000.0,,215000
59165,590000.0,269000.0,321000
59166,199000.0,156000.0,43000
59167,2050000.0,,2050000
59168,4000000.0,441000.0,3559000
59169,660000.0,438000.0,222000
59170,750000.0,,750000
59171,177500.0,145000.0,32500
59172,849000.0,675000.0,174000
59173,235000.0,227000.0,8000
59174,449900.0,,449900
59175,449000.0,400000.0,49000
59176,305000.0,224900.0,80100
59177,450000.0,,450000
59178,1249000.0,657000.0,592000
59179,949000.0,809000.0,140000
59180,240000.0,144000.0,96000
59181,870000.0,376500.0,493500
59182,1849000.0,1398000.0,451000
59183,799000.0,665000.0,134000
59184,295000.0,290000.0,5000
59185,649900.0,430000.0,219900
59186,425000.0,350000.0,75000
59187,650000.0,440000.0,210000
59188,539888.0,273500.0,266388
59189,375000.0,265000.0,110000
59190,988000.0,285000.0,703000
59191,750000.0,,750000
59192,699950.0,456000.0,243950
59193,2495000.0,1550000.0,945000
59194,298000.0,,298000
59195,600000.0,,600000
59196,1325000.0,845000.0,480000
59197,699000.0,,699000
59198,1395000.0,1520000.0,-125000
59199,629000.0,345000.0,284000
59200,560000.0,,560000
59201,514950.0,,514950
59202,1000000.0,,1000000
59203,639936.0,445000.0,194936
59204,2200000.0,268500.0,1931500
59205,485000.0,,485000
59206,299000.0,,299000
59207,1299950.0,602500.0,697450
59208,380000.0,380000.0,0
59209,375000.0,350000.0,25000
59210,199000.0,,199000
59211,425000.0,302000.0,123000
59212,449000.0,337500.0,111500
59213,175000.0,,175000
59214,1450000.0,,1450000
59215,579900.0,580000.0,-100
59216,650000.0,180000.0,470000
59217,2499900.0,,2499900
59218,508000.0,,508000
59219,515000.0,204000.0,311000
59220,3195000.0,,3195000
59221,500000.0,310000.0,190000
59222,1998000.0,,1998000
59223,1289000.0,,1289000
59224,839800.0,,839800
59225,379900.0,275000.0,104900
59226,2427000.0,2150000.0,277000
59227,675000.0,468500.0,206500
59228,1049000.0,350000.0,699000
59229,1100000.0,662000.0,438000
59230,1999995.0,2260000.0,-260005
59231,849000.0,699900.0,149100
59232,650000.0,750000.0,-100000
59233,575000.0,535000.0,40000
59234,499000.0,240000.0,259000
59235,599000.0,,599000
59236,330000.0,66600.0,263400
59237,495000.0,379000.0,116000
59238,549900.0,,549900
59239,179995.0,178414.0,1581
59240,285000.0,110000.0,175000
59241,825000.0,705000.0,120000
59242,1775000.0,1625000.0,150000
59243,2095000.0,,2095000
59244,279000.0,212508.0,66492
59245,200000.0,,200000
59246,450000.0,390000.0,60000
59247,855000.0,,855000
59248,1100000.0,400000.0,700000
59249,450000.0,385749.0,64251
59250,330000.0,270000.0,60000
59251,750000.0,195000.0,555000
59252,895000.0,750000.0,145000
59253,595500.0,,595500
59254,199000.0,,199000
59255,499900.0,350000.0,149900
59256,430000.0,343500.0,86500
59257,509000.0,399000.0,110000
59258,1200000.0,,1200000
59259,800000.0,,800000
59260,1150000.0,,1150000
59261,495000.0,,495000
59262,563888.0,,563888
59263,220000.0,,220000
59264,829000.0,,829000
59265,500000.0,300000.0,200000
59266,679900.0,,679900
59267,900000.0,560000.0,340000
59268,2899000.0,1700000.0,1199000
59269,1199000.0,907000.0,292000
59270,552300.0,524800.0,27500
59271,1260000.0,,1260000
59272,2958880.0,1500000.0,1458880
59273,615000.0,392000.0,223000
59274,450000.0,342500.0,107500
59275,990000.0,554500.0,435500
59276,274900.0,255400.0,19500
59277,998800.0,345000.0,653800
59278,435000.0,330000.0,105000
59279,359000.0,270000.0,89000
59280,170000.0,35000.0,135000
59281,1688000.0,465000.0,1223000
59282,460000.0,335000.0,125000
59283,319900.0,,319900
59284,549000.0,,549000
59285,649000.0,560000.0,89000
59286,229500.0,,229500
59287,699900.0,548000.0,151900
59288,949000.0,,949000
59289,478000.0,,478000
59290,859000.0,500000.0,359000
59291,565000.0,250000.0,315000
59292,999950.0,520000.0,479950
59293,675000.0,190000.0,485000
59294,1450000.0,910000.0,540000
59295,330000.0,,330000
59296,500000.0,162000.0,338000
59297,1625000.0,,1625000
59298,274900.0,,274900
59299,559999.0,225000.0,334999
59300,1200000.0,60000.0,1140000
59301,625000.0,283000.0,342000
59302,11500000.0,,11500000
59303,599999.0,175000.0,424999
59304,735000.0,630000.0,105000
59305,1799000.0,1425000.0,374000
59306,2398000.0,275000.0,2123000
59307,1095000.0,876000.0,219000
59308,865000.0,,865000
59309,549000.0,,549000
59310,1338000.0,610000.0,728000
59311,235000.0,235500.0,-500
59312,1195000.0,,1195000
59313,4100000.0,,4100000
59314,465000.0,375000.0,90000
59315,899000.0,635000.0,264000
59316,659999.0,320000.0,339999
59317,435000.0,250000.0,185000
59318,315000.0,115000.0,200000
59319,650000.0,,650000
59320,379000.0,187000.0,192000
59321,350000.0,252500.0,97500
59322,518000.0,140000.0,378000
59323,159900.0,60000.0,99900
59324,220000.0,220000.0,0
59325,270000.0,105000.0,165000
59326,199000.0,98000.0,101000
59327,609900.0,360000.0,249900
59328,235000.0,68000.0,167000
59329,365000.0,111000.0,254000
59330,1398000.0,1150000.0,248000
59331,560000.0,515000.0,45000
59332,999888.0,840000.0,159888
59333,175000.0,96500.0,78500
59334,329999.0,,329999
59335,615000.0,510000.0,105000
59336,330000.0,132000.0,198000
59337,779999.0,570000.0,209999
59338,535000.0,,535000
59339,700000.0,,700000
59340,500000.0,168500.0,331500
59341,1549000.0,1280000.0,269000
59342,949000.0,,949000
59343,335000.0,,335000
59344,650000.0,585000.0,65000
59345,1045000.0,658000.0,387000
59346,699000.0,415000.0,284000
59347,444975.0,451500.0,-6525
59348,420000.0,209500.0,210500
59349,1850000.0,,1850000
59350,459000.0,,459000
59351,595000.0,,595000
59352,1880000.0,590000.0,1290000
59353,525000.0,450000.0,75000
59354,725000.0,307000.0,418000
59355,549900.0,312500.0,237400
59356,525000.0,,525000
59357,2100000.0,1710000.0,390000
59358,1450000.0,994509.0,455491
59359,375000.0,195000.0,180000
59360,289900.0,,289900
59361,1795000.0,1691000.0,104000
59362,362500.0,,362500
59363,355000.0,222500.0,132500
59364,279999.0,98000.0,181999
59365,789900.0,319500.0,470400
59366,1995000.0,435000.0,1560000
59367,949000.0,,949000
59368,1228000.0,690000.0,538000
59369,519000.0,208000.0,311000
59370,599000.0,351000.0,248000
59371,995000.0,,995000
59372,2295000.0,1860000.0,435000
59373,969000.0,,969000
59374,165000.0,155000.0,10000
59375,1399000.0,900000.0,499000
59376,350000.0,,350000
59377,133900.0,46600.0,87300
59378,152500.0,70000.0,82500
59379,648000.0,,648000
59380,1550000.0,,1550000
59381,579000.0,524000.0,55000
59382,725000.0,726000.0,-1000
59383,920000.0,312000.0,608000
59384,1125000.0,281500.0,843500
59385,799000.0,,799000
59386,315000.0,,315000
59387,339000.0,178000.0,161000
59388,550000.0,564000.0,-14000
59389,365000.0,,365000
59390,349995.0,111500.0,238495
59391,819000.0,219000.0,600000
59392,2250000.0,,2250000
59393,639000.0,,639000
59394,650000.0,,650000
59395,400000.0,383000.0,17000
59396,979000.0,750000.0,229000
59397,699900.0,,699900
59398,690000.0,,690000
59399,255500.0,,255500
59400,1420000.0,1030000.0,390000
59401,389500.0,185000.0,204500
59402,1050000.0,,1050000
59403,1275000.0,,1275000
59404,639000.0,450000.0,189000
59405,785000.0,590000.0,195000
59406,799000.0,571870.0,227130
59407,325000.0,,325000
59408,850000.0,691000.0,159000
59409,3850000.0,,3850000
59410,1495000.0,,1495000
59411,344000.0,,344000
59412,489900.0,,489900
59413,459999.0,,459999
59414,315000.0,251000.0,64000
59415,255000.0,95000.0,160000
59416,249900.0,,249900
59417,315999.0,297500.0,18499
59418,609000.0,,609000
59419,439000.0,425000.0,14000
59420,508000.0,220000.0,288000
59421,1475000.0,5500.0,1469500
59422,639900.0,518500.0,121400
59423,1995000.0,,1995000
59424,649000.0,,649000
59425,1398000.0,,1398000
59426,139900.0,,139900
59427,849900.0,725000.0,124900
59428,650000.0,350000.0,300000
59429,750000.0,660000.0,90000
59430,550000.0,115000.0,435000
59431,640000.0,32000.0,608000
59432,1799000.0,,1799000
59433,585000.0,485000.0,100000
59434,450000.0,375000.0,75000
59435,719000.0,235000.0,484000
59436,479694.0,,479694
59437,353000.0,289000.0,64000
59438,550000.0,,550000
59439,1190000.0,345000.0,845000
59440,650000.0,335000.0,315000
59441,540990.0,2550000.0,-2009010
59442,250000.0,86501.0,163499
59443,348950.0,687500.0,-338550
59444,430000.0,316000.0,114000
59445,111000.0,,111000
59446,829900.0,740000.0,89900
59447,120000.0,,120000
59448,599900.0,,599900
59449,849000.0,619000.0,230000
59450,839900.0,,839900
59451,400000.0,,400000
59452,159000.0,,159000
59453,439900.0,394500.0,45400
59454,559000.0,,559000
59455,349900.0,184000.0,165900
59456,299999.0,250000.0,49999
59457,1245000.0,,1245000
59458,297500.0,106754.0,190746
59459,2300000.0,,2300000
59460,415000.0,165000.0,250000
59461,1499999.0,739000.0,760999
59462,496000.0,451500.0,44500
59463,1298000.0,699000.0,599000
59464,1660000.0,875000.0,785000
59465,595000.0,,595000
59466,1895000.0,,1895000
59467,225000.0,145000.0,80000
59468,1349950.0,,1349950
59469,989900.0,1010000.0,-20100
59470,369900.0,314100.0,55800
59471,173000.0,147000.0,26000
59472,599950.0,353500.0,246450
59473,385000.0,350000.0,35000
59474,399000.0,60000.0,339000
59475,1488000.0,,1488000
59476,634888.0,635000.0,-112
59477,385000.0,,385000
59478,1308363.0,,1308363
59479,625888.0,540000.0,85888
59480,360000.0,250000.0,110000
59481,335000.0,98000.0,237000
59482,525000.0,372500.0,152500
59483,450900.0,428900.0,22000
59484,690000.0,635000.0,55000
59485,398888.0,315000.0,83888
59486,194900.0,75000.0,119900
59487,299000.0,110000.0,189000
59488,595000.0,435876.0,159124
59489,265000.0,,265000
59490,154900.0,158000.0,-3100
59491,429000.0,318500.0,110500
59492,510000.0,145000.0,365000
59493,725988.0,,725988
59494,115000.0,100000.0,15000
59495,2500000.0,,2500000
59496,6800000.0,920000.0,5880000
59497,695000.0,490000.0,205000
59498,468990.0,,468990
59499,1149000.0,700000.0,449000
59500,779000.0,,779000
59501,1200000.0,895000.0,305000
59502,200000.0,,200000
59503,3995000.0,,3995000
59504,885800.0,805000.0,80800
59505,5250000.0,,5250000
59506,699900.0,,699900
59507,1375000.0,,1375000
59508,420000.0,369500.0,50500
59509,345000.0,218000.0,127000
59510,315000.0,269000.0,46000
59511,420000.0,,420000
59512,324990.0,57500.0,267490
59513,599000.0,375000.0,224000
59514,927500.0,,927500
59515,430000.0,,430000
59516,239990.0,94500.0,145490
59517,308799.0,285000.0,23799
59518,525000.0,448500.0,76500
59519,645000.0,,645000
59520,399000.0,130000.0,269000
59521,499900.0,,499900
59522,465000.0,,465000
59523,659900.0,,659900
59524,150000.0,68000.0,82000
59525,729000.0,445000.0,284000
59526,699000.0,335000.0,364000
59527,400000.0,,400000
59528,1150000.0,705000.0,445000
59529,749000.0,,749000
59530,1689000.0,1333976.0,355024
59531,319000.0,,319000
59532,390000.0,,390000
59533,1495000.0,597000.0,898000
59534,499000.0,125000.0,374000
59535,299900.0,300000.0,-100
59536,375000.0,,375000
59537,3400000.0,,3400000
59538,365000.0,,365000
59539,218000.0,218000.0,0
59540,1598000.0,,1598000
59541,1249000.0,856500.0,392500
59542,680000.0,,680000
59543,650000.0,425000.0,225000
59544,1279000.0,,1279000
59545,1675000.0,,1675000
59546,149000.0,135000.0,14000
59547,950000.0,,950000
59548,2070000.0,566000.0,1504000
59549,939900.0,615000.0,324900
59550,389800.0,265000.0,124800
59551,1895000.0,818000.0,1077000
59552,325000.0,,325000
59553,455000.0,136000.0,319000
59554,829000.0,985000.0,-156000
59555,2795000.0,,2795000
59556,449000.0,410000.0,39000
59557,1595000.0,,1595000
59558,520000.0,435000.0,85000
59559,385000.0,,385000
59560,1078000.0,,1078000
59561,1349500.0,490000.0,859500
59562,315000.0,166000.0,149000
59563,985000.0,,985000
59564,369000.0,256000.0,113000
59565,1088000.0,,1088000
59566,419000.0,350500.0,68500
59567,270000.0,195000.0,75000
59568,1299000.0,459000.0,840000
59569,899999.0,495000.0,404999
59570,1180000.0,1075000.0,105000
59571,675000.0,,675000
59572,829000.0,625000.0,204000
59573,559000.0,387000.0,172000
59574,2850000.0,,2850000
59575,899990.0,,899990
59576,399900.0,200000.0,199900
59577,289000.0,132000.0,157000
59578,270000.0,220000.0,50000
59579,999900.0,774000.0,225900
59580,879999.0,772000.0,107999
59581,259900.0,250000.0,9900
59582,529900.0,333000.0,196900
59583,1600000.0,,1600000
59584,1150000.0,120000.0,1030000
59585,547778.0,,547778
59586,268000.0,,268000
59587,436000.0,260000.0,176000
59588,1099000.0,,1099000
59589,1849000.0,,1849000
59590,579000.0,180000.0,399000
59591,899000.0,,899000
59592,1895000.0,,1895000
59593,610000.0,325000.0,285000
59594,1899000.0,1749000.0,150000
59595,835000.0,770000.0,65000
59596,815000.0,662500.0,152500
59597,449000.0,,449000
59598,210000.0,,210000
59599,685000.0,,685000
59600,570000.0,160000.0,410000
59601,625000.0,183000.0,442000
59602,389900.0,350000.0,39900
59603,1799000.0,1150000.0,649000
59604,1599000.0,7500.0,1591500
59605,854990.0,,854990
59606,449900.0,401500.0,48400
59607,1149000.0,875000.0,274000
59608,529000.0,,529000
59609,849000.0,740000.0,109000
59610,499000.0,337000.0,162000
59611,452000.0,199000.0,253000
59612,1095000.0,,1095000
59613,725000.0,553000.0,172000
59614,749000.0,665000.0,84000
59615,698000.0,605000.0,93000
59616,799999.0,498000.0,301999
59617,948900.0,,948900
59618,479900.0,,479900
59619,1500000.0,,1500000
59620,1024999.0,,1024999
59621,1950000.0,1333000.0,617000
59622,4495000.0,3600000.0,895000
59623,299000.0,211227.0,87773
59624,569900.0,370000.0,199900
59625,1218990.0,,1218990
59626,899000.0,698000.0,201000
59627,1998888.0,,1998888
59628,567090.0,,567090
59629,5300000.0,3500000.0,1800000
59630,329950.0,,329950
59631,205000.0,205000.0,0
59632,305000.0,,305000
59633,895000.0,,895000
59634,429000.0,295000.0,134000
59635,619000.0,,619000
59636,498888.0,,498888
59637,0.0,,0
59638,372900.0,,372900
59639,749000.0,,749000
59640,1868888.0,,1868888
59641,679000.0,,679000
59642,555000.0,300000.0,255000
59643,224900.0,,224900
59644,1050000.0,,1050000
59645,759000.0,90000.0,669000
59646,1795000.0,1215000.0,580000
59647,465000.0,,465000
59648,399000.0,115000.0,284000
59649,369000.0,,369000
59650,855000.0,353000.0,502000
59651,1049000.0,,1049000
59652,730000.0,,730000
59653,719000.0,166500.0,552500
59654,929000.0,575000.0,354000
59655,499000.0,300000.0,199000
59656,365000.0,300000.0,65000
59657,989000.0,,989000
59658,450000.0,276000.0,174000
59659,855000.0,,855000
59660,429000.0,337000.0,92000
59661,325000.0,252000.0,73000
59662,1250000.0,,1250000
59663,349900.0,150000.0,199900
59664,169900.0,140000.0,29900
59665,998750.0,217000.0,781750
59666,1230000.0,1076000.0,154000
59667,135000.0,35000.0,100000
59668,449000.0,266500.0,182500
59669,548000.0,,548000
59670,249000.0,,249000
59671,998000.0,685000.0,313000
59672,580000.0,555000.0,25000
59673,844900.0,,844900
59674,868000.0,680000.0,188000
59675,448999.0,180000.0,268999
59676,154700.0,,154700
59677,749900.0,,749900
59678,320000.0,212000.0,108000
59679,725000.0,306500.0,418500
59680,899900.0,441000.0,458900
59681,359000.0,240000.0,119000
59682,799900.0,,799900
59683,150000.0,,150000
59684,194900.0,,194900
59685,550000.0,475000.0,75000
59686,119950.0,,119950
59687,730000.0,,730000
59688,739000.0,570000.0,169000
59689,345000.0,,345000
59690,649900.0,334272.0,315628
59691,494900.0,389500.0,105400
59692,625000.0,222000.0,403000
59693,500000.0,,500000
59694,480000.0,260000.0,220000
59695,349950.0,355000.0,-5050
59696,989000.0,150000.0,839000
59697,495000.0,,495000
59698,395000.0,46000.0,349000
59699,1495000.0,1390000.0,105000
59700,695000.0,365000.0,330000
59701,699950.0,285000.0,414950
59702,269000.0,6500.0,262500
59703,303000.0,,303000
59704,1299000.0,,1299000
59705,499000.0,383000.0,116000
59706,1299000.0,,1299000
59707,239500.0,85500.0,154000
59708,212500.0,213000.0,-500
59709,425000.0,,425000
59710,825000.0,,825000
59711,185000.0,,185000
59712,259900.0,77000.0,182900
59713,1297500.0,877000.0,420500
59714,529000.0,329000.0,200000
59715,489950.0,199000.0,290950
59716,429000.0,,429000
59717,1699000.0,1688888.0,10112
59718,350000.0,,350000
59719,254900.0,,254900
59720,215900.0,,215900
59721,1399000.0,976500.0,422500
59722,830000.0,525500.0,304500
59723,535000.0,,535000
59724,499000.0,290000.0,209000
59725,360000.0,,360000
59726,2365000.0,1400000.0,965000
59727,410000.0,191500.0,218500
59728,420000.0,336000.0,84000
59729,935000.0,,935000
59730,1795000.0,1250000.0,545000
59731,1275000.0,850000.0,425000
59732,280000.0,,280000
59733,874900.0,814000.0,60900
59734,599999.0,400000.0,199999
59735,3899000.0,3775000.0,124000
59736,819990.0,,819990
59737,915000.0,,915000
59738,995000.0,779000.0,216000
59739,995000.0,,995000
59740,799000.0,,799000
59741,659000.0,158000.0,501000
59742,660000.0,425000.0,235000
59743,1298000.0,1268500.0,29500
59744,625000.0,460000.0,165000
59745,775000.0,635000.0,140000
59746,249900.0,,249900
59747,349000.0,315000.0,34000
59748,1250000.0,,1250000
59749,263000.0,259000.0,4000
59750,880000.0,,880000
59751,3250000.0,1575000.0,1675000
59752,1200000.0,677500.0,522500
59753,799000.0,,799000
59754,1049000.0,550000.0,499000
59755,725000.0,472500.0,252500
59756,359000.0,,359000
59757,365500.0,329000.0,36500
59758,518900.0,142500.0,376400
59759,1219000.0,,1219000
59760,499500.0,300000.0,199500
59761,1025000.0,,1025000
59762,529950.0,530000.0,-50
59763,685000.0,,685000
59764,559000.0,292500.0,266500
59765,1680000.0,1125000.0,555000
59766,349500.0,195000.0,154500
59767,570000.0,391000.0,179000
59768,449500.0,392000.0,57500
59769,1470000.0,,1470000
59770,359900.0,260000.0,99900
59771,599000.0,375500.0,223500
59772,445000.0,295000.0,150000
59773,255000.0,242000.0,13000
59774,320000.0,251000.0,69000
59775,559997.0,250000.0,309997
59776,400000.0,305000.0,95000
59777,1875000.0,1160000.0,715000
59778,399000.0,355000.0,44000
59779,495000.0,435000.0,60000
59780,699000.0,,699000
59781,279900.0,,279900
59782,1250000.0,915000.0,335000
59783,729000.0,,729000
59784,413999.0,,413999
59785,529000.0,250000.0,279000
59786,242000.0,,242000
59787,169000.0,73000.0,96000
59788,619000.0,,619000
59789,500000.0,446000.0,54000
59790,169000.0,,169000
59791,289900.0,,289900
59792,5595000.0,4000000.0,1595000
59793,505000.0,370000.0,135000
59794,699999.0,687375.0,12624
59795,1395000.0,1199000.0,196000
59796,968000.0,,968000
59797,599000.0,,599000
59798,2599000.0,2450000.0,149000
59799,1188800.0,675000.0,513800
59800,800000.0,605000.0,195000
59801,2198000.0,1850000.0,348000
59802,716000.0,,716000
59803,649000.0,,649000
59804,775000.0,581000.0,194000
59805,525000.0,135000.0,390000
59806,435000.0,335000.0,100000
59807,380000.0,336000.0,44000
59808,949900.0,,949900
59809,143000.0,,143000
59810,4180000.0,2521500.0,1658500
59811,1195000.0,780000.0,415000
59812,1589000.0,,1589000
59813,699000.0,449000.0,250000
59814,199000.0,,199000
59815,395000.0,152000.0,243000
59816,995000.0,535000.0,460000
59817,230000.0,,230000
59818,719900.0,,719900
59819,525000.0,475000.0,50000
59820,499000.0,,499000
59821,470000.0,100000.0,370000
59822,735000.0,,735000
59823,1799000.0,1350000.0,449000
59824,625000.0,510000.0,115000
59825,399900.0,340000.0,59900
59826,430000.0,,430000
59827,165000.0,160000.0,5000
59828,629000.0,145000.0,484000
59829,625000.0,605000.0,20000
59830,795000.0,679000.0,116000
59831,707000.0,,707000
59832,1549999.0,860000.0,689999
59833,899000.0,,899000
59834,2285000.0,,2285000
59835,599800.0,,599800
59836,395000.0,262000.0,133000
59837,94900.0,85000.0,9900
59838,2850000.0,525000.0,2325000
59839,789000.0,765000.0,24000
59840,264500.0,260000.0,4500
59841,1199000.0,,1199000
59842,119500.0,42000.0,77500
59843,267000.0,,267000
59844,455000.0,85000.0,370000
59845,389000.0,195000.0,194000
59846,1748000.0,1050000.0,698000
59847,369000.0,55000.0,314000
59848,769000.0,255000.0,514000
59849,310000.0,220000.0,90000
59850,1100000.0,,1100000
59851,284900.0,232500.0,52400
59852,235000.0,130000.0,105000
59853,715000.0,590000.0,125000
59854,1949000.0,,1949000
59855,399000.0,,399000
59856,229500.0,,229500
59857,538000.0,,538000
59858,199000.0,170000.0,29000
59859,439000.0,415000.0,24000
59860,1170000.0,,1170000
59861,395000.0,83500.0,311500
59862,275000.0,,275000
59863,2750000.0,,2750000
59864,395000.0,,395000
59865,870000.0,625000.0,245000
59866,440000.0,319000.0,121000
59867,400000.0,255000.0,145000
59868,575000.0,296000.0,279000
59869,2400000.0,,2400000
59870,85000.0,,85000
59871,599000.0,,599000
59872,825000.0,766000.0,59000
59873,578000.0,460000.0,118000
59874,375000.0,300000.0,75000
59875,450000.0,292000.0,158000
59876,2395000.0,,2395000
59877,549000.0,300000.0,249000
59878,480000.0,275000.0,205000
59879,1225000.0,,1225000
59880,475000.0,,475000
59881,888888.0,237000.0,651888
59882,561900.0,,561900
59883,255000.0,,255000
59884,1399000.0,,1399000
59885,435000.0,242000.0,193000
59886,425000.0,84000.0,341000
59887,610000.0,2600.0,607400
59888,1549000.0,,1549000
59889,1200000.0,,1200000
59890,623000.0,601000.0,22000
59891,1000000.0,430000.0,570000
59892,1079000.0,,1079000
59893,500000.0,,500000
59894,474999.0,400000.0,74999
59895,925000.0,720000.0,205000
59896,415000.0,293500.0,121500
59897,625000.0,713500.0,-88500
59898,420999.0,346500.0,74499
59899,238000.0,,238000
59900,2995000.0,,2995000
59901,1450000.0,1025000.0,425000
59902,1595000.0,,1595000
59903,645000.0,625000.0,20000
59904,927000.0,295000.0,632000
59905,154900.0,125000.0,29900
59906,684000.0,,684000
59907,715000.0,,715000
59908,2690000.0,,2690000
59909,360000.0,165000.0,195000
59910,499900.0,125000.0,374900
59911,375000.0,380000.0,-5000
59912,999000.0,1260500.0,-261500
59913,475000.0,195000.0,280000
59914,675000.0,505000.0,170000
59915,1499000.0,880000.0,619000
59916,727500.0,520000.0,207500
59917,2293000.0,1825000.0,468000
59918,319000.0,,319000
59919,128000.0,32000.0,96000
59920,409900.0,,409900
59921,1795000.0,,1795000
59922,430990.0,425000.0,5990
59923,1477777.0,,1477777
59924,1295000.0,,1295000
59925,360000.0,282000.0,78000
59926,589999.0,250000.0,339999
59927,425000.0,148090.0,276910
59928,769000.0,395000.0,374000
59929,675000.0,475000.0,200000
59930,885000.0,616500.0,268500
59931,989000.0,310000.0,679000
59932,974800.0,457000.0,517800
59933,2895000.0,1910000.0,985000
59934,306900.0,136500.0,170400
59935,559000.0,330000.0,229000
59936,650000.0,350000.0,300000
59937,679000.0,538000.0,141000
59938,165000.0,145000.0,20000
59939,718000.0,599000.0,119000
59940,360000.0,,360000
59941,829999.0,145000.0,684999
59942,236000.0,,236000
59943,359000.0,330000.0,29000
59944,620000.0,,620000
59945,748888.0,680000.0,68888
59946,2188888.0,1200000.0,988888
59947,599900.0,320000.0,279900
59948,1949000.0,,1949000
59949,799000.0,355000.0,444000
59950,475000.0,160000.0,315000
59951,1469000.0,,1469000
59952,1853200.0,1800000.0,53200
59953,1399000.0,,1399000
59954,799000.0,,799000
59955,235000.0,,235000
59956,748500.0,659000.0,89500
59957,949000.0,600000.0,349000
59958,510000.0,200500.0,309500
59959,4995000.0,3250000.0,1745000
59960,1528800.0,,1528800
59961,679900.0,,679900
59962,599000.0,245000.0,354000
59963,539000.0,440000.0,99000
59964,725000.0,485000.0,240000
59965,599000.0,,599000
59966,420000.0,334500.0,85500
59967,6950000.0,,6950000
59968,780000.0,,780000
59969,419950.0,300000.0,119950
59970,505000.0,,505000
59971,875000.0,889000.0,-14000
59972,1825000.0,767000.0,1058000
59973,600000.0,586000.0,14000
59974,816000.0,,816000
59975,309000.0,268000.0,41000
59976,495000.0,,495000
59977,1548000.0,,1548000
59978,255000.0,165000.0,90000
59979,749000.0,400000.0,349000
59980,1545000.0,,1545000
59981,1290000.0,1250000.0,40000
59982,3895000.0,3500000.0,395000
59983,1699000.0,,1699000
59984,435000.0,225000.0,210000
59985,1295000.0,942000.0,353000
59986,2395000.0,,2395000
59987,499000.0,355000.0,144000
59988,285000.0,240000.0,45000
59989,430000.0,,430000
59990,190000.0,69000.0,121000
59991,595000.0,285000.0,310000
